# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Feb 14 22:59:18 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.5, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.00152 -1.00761 9.00000 0.2172220647 1.7492364577    0.217 -2.124  3.5585  5.085    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.82e-16      0.00 7.463e-01 2.521e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 10.080 10.926 12.041 9.882
0.00152 -1.00761 9.00000 0.2500000000 1.8403257998    0.250 -2.003  3.5660  5.056    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -7.4e-16      0.00 7.462e-01 2.522e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 9.779 10.591 11.661 9.567
0.00152 -1.00761 9.00000 0.3335393965 2.0155833603    0.334 -1.745  3.5799  4.978    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.27e-15      0.00 7.470e-01 2.514e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 9.133 9.888 10.885 8.897
0.00152 -1.00761 9.00000 0.3380878270 2.0234502566    0.338 -1.731  3.5805  4.972    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-15      0.00 7.470e-01 2.514e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 9.098 9.851 10.846 8.862
0.00152 -1.00761 9.00000 0.3499999940 2.0434174644    0.350 -1.700  3.5823  4.964    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-15      0.00 7.471e-01 2.513e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 9.020 9.766 10.753 8.782
0.00152 -1.00761 9.00000 0.4000000060 2.1185024399    0.400 -1.552  3.5928  4.915    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-15      0.00 7.471e-01 2.513e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 8.649 9.358 10.297 8.398
0.00152 -1.00761 9.00000 0.4021140039 2.1214051111    0.402 -1.544  3.5934  4.912    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.98e-15      0.00 7.471e-01 2.513e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 8.630 9.337 10.273 8.378
0.00152 -1.00761 9.00000 0.4500000179 2.1822809362    0.450 -1.385  3.6079  4.860    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-15      0.00 7.471e-01 2.513e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 8.233 8.894 9.770 7.967
0.00152 -1.00761 9.00000 0.5000000000 2.2374541529    0.500 -1.202  3.6304  4.813    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.37e-15      0.00 7.471e-01 2.513e-01 2.884e-04 7.781e-05 7.057e-04 -1.000 1.604e-03 7.776 8.371 9.158 7.495
0.00152 -1.00761 9.00000 0.5494641066 2.2832140715    0.549 -1.016  3.6590  4.782    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.62e-15      0.00 7.501e-01 2.483e-01 2.852e-04 7.696e-05 6.980e-04 -1.000 1.592e-03 7.311 7.824 8.500 7.017
0.00152 -1.00761 9.00000 0.5500000715 2.2836583126    0.550 -1.014  3.6593  4.782    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.65e-15      0.00 7.501e-01 2.483e-01 2.852e-04 7.695e-05 6.979e-04 -1.000 1.592e-03 7.306 7.818 8.494 7.012
0.00152 -1.00761 9.00000 0.6000000238 2.3211213258    0.600 -0.840  3.6861  4.753    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.84e-15      0.00 7.508e-01 2.476e-01 2.845e-04 7.677e-05 6.964e-04 -1.000 1.602e-03 6.871 7.315 7.902 6.571
0.00152 -1.00761 9.00000 0.6499999762 2.3520353107    0.650 -0.676  3.7113  4.724    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-14      0.00 7.517e-01 2.467e-01 2.836e-04 7.654e-05 6.942e-04 -1.000 1.599e-03 6.460 6.858 7.381 6.166
0.00152 -1.00761 9.00000 0.6999999881 2.3779266974    0.700 -0.522  3.7362  4.702    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-14      0.00 7.527e-01 2.458e-01 2.827e-04 7.628e-05 6.920e-04 -1.000 1.547e-03 6.074 6.448 6.915 5.801
0.00152 -1.00761 9.00000 0.7500000000 2.3998889087    0.750 -0.377  3.7595  4.681    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-14      0.00 7.540e-01 2.445e-01 2.778e-04 7.587e-05 6.892e-04 -1.000 1.543e-03 5.714 6.082 6.502 5.480
0.00152 -1.00761 9.00000 0.7914063334 2.4156814728    0.791 -0.266  3.7742  4.651    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.61e-14      0.00 7.559e-01 2.426e-01 2.760e-04 7.539e-05 6.850e-04 -1.000 1.512e-03 5.434 5.808 6.198 5.234
0.00152 -1.00761 9.00000 0.8000000119 2.4187244405    0.800 -0.243  3.7772  4.645    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.81e-14      0.00 7.564e-01 2.421e-01 2.756e-04 7.528e-05 6.840e-04 -1.000 1.509e-03 5.378 5.754 6.138 5.185
0.00152 -1.00761 9.00000 0.8019614816 2.4194084803    0.802 -0.238  3.7778  4.643    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.86e-14      0.00 7.565e-01 2.420e-01 2.755e-04 7.525e-05 6.837e-04 -1.000 1.510e-03 5.365 5.741 6.124 5.174
0.00152 -1.00761 9.00000 0.8500000238 2.4350346840    0.850 -0.115  3.7923  4.604    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.21e-14      0.00 7.603e-01 2.382e-01 2.720e-04 7.432e-05 6.753e-04 -1.000 1.565e-03 5.059 5.444 5.799 4.905
0.00152 -1.00761 9.00000 0.8999999762 2.4492786016    0.899  0.006  3.8061  4.562    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.03e-14      0.00 7.627e-01 2.358e-01 2.695e-04 7.366e-05 6.696e-04 -1.000 1.506e-03 4.754 5.150 5.480 4.638
0.00152 -1.00761 9.00000 0.9033917785 2.4501793925    0.903  0.014  3.8070  4.559    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -7.17e-14      0.00 7.627e-01 2.358e-01 2.696e-04 7.368e-05 6.697e-04 -1.000 1.506e-03 4.734 5.130 5.459 4.620
0.00152 -1.00761 9.00000 0.9499999881 2.4618121868    0.949  0.122  3.8192  4.522    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -9.34e-14      0.00 7.625e-01 2.360e-01 2.706e-04 7.398e-05 6.726e-04 -1.000 1.527e-03 4.466 4.869 5.177 4.383
0.00152 -1.00761 9.00000 0.9569451809 2.4634344168    0.957  0.137  3.8210  4.518    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -9.7e-14      0.00 7.626e-01 2.359e-01 2.706e-04 7.397e-05 6.725e-04 -1.000 1.525e-03 4.427 4.832 5.136 4.348
0.00152 -1.00761 9.00000 1.0000000000 2.4729154477    1.000  0.232  3.8323  4.487    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-13      0.00 7.626e-01 2.359e-01 2.705e-04 7.395e-05 6.723e-04 -1.000 1.517e-03 4.190 4.601 4.887 4.140
0.00152 -1.00761 9.00000 1.0200241804 2.4770126494    1.020  0.274  3.8379  4.476    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.31e-13      0.00 7.626e-01 2.359e-01 2.705e-04 7.396e-05 6.724e-04 -1.000 1.532e-03 4.084 4.497 4.774 4.047
0.00152 -1.00761 9.00000 1.0499999523 2.4828114860    1.049  0.337  3.8460  4.458    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-13      0.00 7.624e-01 2.360e-01 2.707e-04 7.400e-05 6.728e-04 -1.000 1.529e-03 3.927 4.344 4.608 3.910
0.00152 -1.00761 9.00000 1.0720007420 2.4868310721    1.071  0.381  3.8526  4.449    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-13      0.00 7.627e-01 2.358e-01 2.704e-04 7.394e-05 6.722e-04 -1.000 1.511e-03 3.816 4.236 4.489 3.816
0.00152 -1.00761 9.00000 1.1000000238 2.4916801480    1.099  0.437  3.8610  4.438    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-13      0.00 7.629e-01 2.356e-01 2.702e-04 7.387e-05 6.716e-04 -1.000 1.506e-03 3.677 4.101 4.341 3.698
0.00152 -1.00761 9.00000 1.1088137627 2.4931484037    1.108  0.454  3.8640  4.437    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.73e-13      0.00 7.630e-01 2.355e-01 2.701e-04 7.386e-05 6.715e-04 -1.000 1.511e-03 3.635 4.060 4.296 3.664
0.00152 -1.00761 9.00000 1.1499999762 2.4996678137    1.149  0.532  3.8782  4.431    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-13      0.00 7.634e-01 2.351e-01 2.700e-04 7.382e-05 6.711e-04 -1.000 1.541e-03 3.440 3.873 4.087 3.507
0.00152 -1.00761 9.00000 1.2000000477 2.5068948796    1.199  0.623  3.8966  4.432    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.09e-13      0.00 7.639e-01 2.346e-01 2.696e-04 7.370e-05 6.701e-04 -1.000 1.521e-03 3.213 3.659 3.845 3.334
0.00152 -1.00761 9.00000 1.2423534393 2.5124962276    1.242  0.698  3.9120  4.434    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.22e-13      0.00 7.642e-01 2.343e-01 2.692e-04 7.362e-05 6.693e-04 -1.000 1.542e-03 3.026 3.489 3.652 3.198
0.00152 -1.00761 9.00000 1.2500000000 2.5134610955    1.250  0.711  3.9147  4.434    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-13      0.00 7.643e-01 2.342e-01 2.691e-04 7.360e-05 6.692e-04 -1.000 1.544e-03 2.992 3.459 3.619 3.174
0.00152 -1.00761 9.00000 1.2999999523 2.5194498592    1.300  0.797  3.9317  4.434    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.39e-13      0.00 7.647e-01 2.338e-01 2.688e-04 7.349e-05 6.683e-04 -1.000 1.542e-03 2.779 3.276 3.412 3.029
0.00152 -1.00761 9.00000 1.3235069513 2.5220862570    1.323  0.836  3.9393  4.433    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-13      0.00 7.649e-01 2.335e-01 2.686e-04 7.344e-05 6.678e-04 -1.000 1.536e-03 2.679 3.197 3.323 2.965
0.00152 -1.00761 9.00000 1.3500000238 2.5249313598    1.350  0.881  3.9475  4.430    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -2.5e-13      0.00 7.652e-01 2.333e-01 2.683e-04 7.338e-05 6.672e-04 -1.000 1.535e-03 2.569 3.111 3.228 2.894
0.00152 -1.00761 9.00000 1.3618408442 2.5261618646    1.362  0.900  3.9509  4.428    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.52e-13      0.00 7.653e-01 2.332e-01 2.683e-04 7.336e-05 6.670e-04 -1.000 1.527e-03 2.520 3.073 3.186 2.861
0.00152 -1.00761 9.00000 1.3939282894 2.5293758940    1.394  0.953  3.9598  4.421    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.57e-13      0.00 7.655e-01 2.330e-01 2.681e-04 7.331e-05 6.666e-04 -1.000 1.499e-03 2.388 2.971 3.076 2.774
0.00152 -1.00761 9.00000 1.3999999762 2.5299650300    1.400  0.963  3.9614  4.419    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-13      0.00 7.655e-01 2.330e-01 2.681e-04 7.330e-05 6.665e-04 -1.000 1.497e-03 2.363 2.952 3.055 2.757
0.00152 -1.00761 9.00000 1.4179701805 2.5316747319    1.418  0.992  3.9660  4.414    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-13      0.00 7.657e-01 2.328e-01 2.680e-04 7.328e-05 6.663e-04 -1.000 1.500e-03 2.291 2.896 2.996 2.708
0.00152 -1.00761 9.00000 1.4431011677 2.5339837890    1.443  1.032  3.9721  4.406    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.58e-13      0.00 7.658e-01 2.327e-01 2.679e-04 7.325e-05 6.661e-04 -1.000 1.504e-03 2.190 2.818 2.912 2.639
0.00152 -1.00761 9.00000 1.4500000477 2.5346015836    1.450  1.043  3.9737  4.403    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-13      0.00 7.658e-01 2.327e-01 2.678e-04 7.324e-05 6.660e-04 -1.000 1.495e-03 2.162 2.797 2.890 2.619
0.00152 -1.00761 9.00000 1.4679844379 2.5361807375    1.468  1.072  3.9777  4.395    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-13      0.00 7.659e-01 2.326e-01 2.678e-04 7.323e-05 6.659e-04 -1.000 1.491e-03 2.089 2.740 2.830 2.568
0.00152 -1.00761 9.00000 1.5000000000 2.5388844597    1.500  1.124  3.9843  4.379    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.51e-13      0.00 7.660e-01 2.325e-01 2.677e-04 7.321e-05 6.658e-04 -1.000 1.521e-03 1.960 2.638 2.723 2.474
0.00152 -1.00761 9.00000 1.5219671726 2.5406641134    1.522  1.159  3.9884  4.367    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.42e-13      0.00 7.661e-01 2.324e-01 2.676e-04 7.323e-05 6.654e-04 -1.000 1.524e-03 1.872 2.567 2.649 2.408
0.00152 -1.00761 9.00000 1.5499999523 2.5428511323    1.550  1.204  3.9931  4.348    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.31e-13      0.00 7.661e-01 2.324e-01 2.676e-04 7.331e-05 6.650e-04 -1.000 1.481e-03 1.759 2.476 2.554 2.321
0.00152 -1.00761 9.00000 1.5628452301 2.5438231838    1.563  1.225  3.9950  4.339    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -2.2e-13      0.00 7.662e-01 2.323e-01 2.675e-04 7.329e-05 6.649e-04 -1.000 1.479e-03 1.708 2.433 2.510 2.281
0.00152 -1.00761 9.00000 1.5872060061 2.5456170589    1.587  1.264  3.9979  4.318    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.01e-13      0.00 7.662e-01 2.322e-01 2.675e-04 7.324e-05 6.649e-04 -1.000 1.530e-03 1.610 2.348 2.423 2.199
0.00152 -1.00761 9.00000 1.6000000238 2.5465340628    1.600  1.285  3.9989  4.305    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-13      0.00 7.662e-01 2.322e-01 2.675e-04 7.323e-05 6.649e-04 -1.000 1.530e-03 1.558 2.301 2.375 2.153
0.00152 -1.00761 9.00000 1.6164646149 2.5476896238    1.616  1.311  4.0001  4.287    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.51e-19      0.00 7.663e-01 2.322e-01 2.675e-04 7.325e-05 6.649e-04 -1.000 1.512e-03 1.491 2.239 2.313 2.093
0.00152 -1.00761 9.00000 1.6420252323 2.5494308942    1.641  1.353  4.0010  4.256    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.35e-28      0.00 7.662e-01 2.323e-01 2.676e-04 7.330e-05 6.648e-04 -1.000 1.533e-03 1.388 2.140 2.213 1.994
0.00152 -1.00761 9.00000 1.6499999762 2.5499614773    1.649  1.366  4.0010  4.245    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.662e-01 2.323e-01 2.676e-04 7.332e-05 6.648e-04 -1.000 1.533e-03 1.355 2.107 2.180 1.962
0.00152 -1.00761 9.00000 1.6521465778 2.5501032913    1.652  1.370  4.0010  4.242    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.662e-01 2.323e-01 2.676e-04 7.335e-05 6.647e-04 -1.000 1.535e-03 1.346 2.098 2.171 1.953
0.00152 -1.00761 9.00000 1.6774007082 2.5517403973    1.677  1.411  3.9997  4.202    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.664e-01 2.321e-01 2.676e-04 7.375e-05 6.640e-04 -1.000 1.517e-03 1.241 1.987 2.060 1.841
0.00152 -1.00761 9.00000 1.7000000477 2.5531580802    1.699  1.450  3.9969  4.158    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.666e-01 2.319e-01 2.677e-04 7.411e-05 6.634e-04 -1.000 1.495e-03 1.146 1.878 1.953 1.730
0.00152 -1.00761 9.00000 1.7099913359 2.5537711253    1.709  1.466  3.9957  4.139    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.664e-01 2.321e-01 2.678e-04 7.397e-05 6.638e-04 -1.000 1.482e-03 1.104 1.831 1.905 1.681
0.00152 -1.00761 9.00000 1.7350254059 2.5552715670    1.734  1.509  3.9906  4.083    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.660e-01 2.325e-01 2.679e-04 7.364e-05 6.647e-04 -1.000 1.452e-03 0.998 1.701 1.778 1.547
0.00152 -1.00761 9.00000 1.7500000000 2.5561455243    1.749  1.535  3.9859  4.041    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.658e-01 2.327e-01 2.680e-04 7.344e-05 6.653e-04 -1.000 1.492e-03 0.932 1.614 1.693 1.456
0.00152 -1.00761 9.00000 1.7535967827 2.5563528872    1.753  1.541  3.9847  4.031    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.658e-01 2.327e-01 2.680e-04 7.344e-05 6.654e-04 -1.000 1.507e-03 0.916 1.593 1.673 1.434
0.00152 -1.00761 9.00000 1.7707026005 2.5573258318    1.770  1.572  3.9777  3.977    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.657e-01 2.329e-01 2.681e-04 7.344e-05 6.659e-04 -1.000 1.485e-03 0.841 1.487 1.571 1.321
0.00152 -1.00761 9.00000 1.7851797342 2.5581325306    1.784  1.598  3.9708  3.926    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.655e-01 2.329e-01 2.683e-04 7.344e-05 6.663e-04 -1.000 1.528e-03 0.774 1.391 1.480 1.219
0.00152 -1.00761 9.00000 1.7999999523 2.5589429085    1.799  1.629  3.9646  3.874    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.654e-01 2.331e-01 2.684e-04 7.345e-05 6.667e-04 -1.000 1.510e-03 0.698 1.289 1.382 1.110
0.00152 -1.00761 9.00000 1.8029940128 2.5591047663    1.802  1.636  3.9639  3.866    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.654e-01 2.331e-01 2.685e-04 7.345e-05 6.668e-04 -1.000 1.504e-03 0.681 1.270 1.363 1.090
0.00152 -1.00761 9.00000 1.8102627993 2.5594951535    1.809  1.663  3.9743  3.882    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.653e-01 2.332e-01 2.685e-04 7.346e-05 6.671e-04 -1.000 1.505e-03 0.613 1.243 1.329 1.075
0.00152 -1.00761 9.00000 1.8121176958 2.5595941984    1.811  1.678  3.9840  3.907    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.653e-01 2.332e-01 2.685e-04 7.346e-05 6.672e-04 -1.000 1.504e-03 0.576 1.249 1.328 1.091
0.00152 -1.00761 9.00000 1.8129050732 2.5596361711    1.812  1.692  3.9941  3.933    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.653e-01 2.332e-01 2.685e-04 7.347e-05 6.673e-04 -1.000 1.504e-03 0.540 1.258 1.332 1.110
0.00152 -1.00761 9.00000 1.8133108616 2.5596577861    1.812  1.708  4.0040  3.956    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.652e-01 2.332e-01 2.685e-04 7.347e-05 6.673e-04 -1.000 1.504e-03 0.501 1.265 1.334 1.125
0.00152 -1.00761 9.00000 1.8135412931 2.5596700555    1.812  1.725  4.0132  3.976    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.652e-01 2.333e-01 2.685e-04 7.347e-05 6.673e-04 -1.000 1.504e-03 0.457 1.267 1.331 1.133
0.00152 -1.00761 9.00000 1.8137147427 2.5596792884    1.813  1.743  4.0214  3.991    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.652e-01 2.333e-01 2.685e-04 7.347e-05 6.673e-04 -1.000 1.504e-03 0.414 1.265 1.326 1.138
0.00152 -1.00761 9.00000 1.8137257099 2.5596798722    1.813  1.740  4.0205  3.991    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.652e-01 2.333e-01 2.685e-04 7.347e-05 6.673e-04 -1.000 1.504e-03 0.421 1.268 1.329 1.140
