# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Sat Feb 15 11:02:28 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Attention: photometry includes extinction of Av=0.5, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.00415 -0.56713 10.07188 0.8738244772 2.4420555809    0.872  0.672  3.7135  3.512    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.68e-13      0.00 7.460e-01 2.500e-01 7.155e-04 1.958e-04 1.778e-03 -1.000 4.053e-03 3.089 3.485 3.996 2.803
0.00415 -0.56713 10.07188 0.8744733334 2.4422406491    0.872  0.716  3.7120  3.463    3  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -2.08e-13      0.00 7.437e-01 2.522e-01 7.163e-04 1.966e-04 1.783e-03 -1.000 4.040e-03 2.980 3.379 3.893 2.695
0.00415 -0.56713 10.07188 0.8750283718 2.4423987079    0.873  0.756  3.7108  3.418    3  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -2.53e-13      0.00 7.417e-01 2.542e-01 7.157e-04 1.978e-04 1.786e-03 -1.000 4.071e-03 2.880 3.281 3.797 2.594
0.00415 -0.56713 10.07188 0.8755697012 2.4425526408    0.873  0.798  3.7096  3.371    3  0.000  0.531     0.00     0.00     0.00     0.00     0.00 -1  -3.1e-13      0.00 7.397e-01 2.562e-01 7.127e-04 2.005e-04 1.789e-03 -1.000 4.068e-03 2.775 3.178 3.697 2.489
0.00415 -0.56713 10.07188 0.8760905862 2.4427005537    0.874  0.841  3.7084  3.323    3  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1 -3.81e-13      0.00 7.377e-01 2.582e-01 7.075e-04 2.053e-04 1.792e-03 -1.000 4.085e-03 2.667 3.072 3.593 2.380
0.00415 -0.56713 10.07188 0.8765393496 2.4428278244    0.874  0.882  3.7073  3.279    3  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -4.59e-13      0.00 7.361e-01 2.598e-01 7.009e-04 2.123e-04 1.794e-03 -1.000 4.108e-03 2.566 2.973 3.497 2.280
0.00415 -0.56713 10.07188 0.8770059943 2.4429600076    0.875  0.927  3.7059  3.229    3  0.000  0.514     0.00     0.00     0.00     0.00     0.00 -1 -5.64e-13      0.00 7.344e-01 2.615e-01 6.928e-04 2.215e-04 1.796e-03 -1.000 4.121e-03 2.453 2.862 3.389 2.167
0.00415 -0.56713 10.07188 0.8774091601 2.4430740793    0.875  0.969  3.7047  3.182    3  0.000  0.509     0.00     0.00     0.00     0.00     0.00 -1  -6.8e-13      0.00 7.331e-01 2.628e-01 6.854e-04 2.304e-04 1.797e-03 -1.000 4.096e-03 2.348 2.760 3.290 2.062
0.00415 -0.56713 10.07188 0.8777623773 2.4431739195    0.875  1.008  3.7034  3.138    3  0.000  0.504     0.00     0.00     0.00     0.00     0.00 -1  -8.1e-13      0.00 7.321e-01 2.638e-01 6.791e-04 2.382e-04 1.798e-03 -1.000 4.078e-03 2.249 2.664 3.196 1.964
0.00415 -0.56713 10.07188 0.8781035542 2.4432702688    0.875  1.050  3.7021  3.091    3  0.000  0.499     0.00     0.00     0.00     0.00     0.00 -1 -9.72e-13      0.00 7.311e-01 2.648e-01 6.735e-04 2.452e-04 1.799e-03 -1.000 4.081e-03 2.146 2.562 3.097 1.860
0.00415 -0.56713 10.07188 0.8784214258 2.4433599591    0.876  1.091  3.7007  3.044    3  0.000  0.496     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-12      0.00 7.304e-01 2.655e-01 6.689e-04 2.512e-04 1.800e-03 -1.000 4.093e-03 2.042 2.461 2.999 1.757
0.00415 -0.56713 10.07188 0.8787954450 2.4434653963    0.876  1.145  3.6987  2.982    3  0.000  0.493     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-12      0.00 7.297e-01 2.662e-01 6.651e-04 2.560e-04 1.800e-03 -1.000 4.118e-03 1.907 2.331 2.874 1.623
0.00415 -0.56713 10.07188 0.8790445924 2.4435355746    0.876  1.184  3.6973  2.937    3  0.000  0.491     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-12      0.00 7.294e-01 2.665e-01 6.632e-04 2.585e-04 1.801e-03 -1.000 4.090e-03 1.809 2.236 2.782 1.525
0.00415 -0.56713 10.07188 0.8792774081 2.4436011113    0.876  1.224  3.6957  2.892    3  0.000  0.490     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-12      0.00 7.291e-01 2.668e-01 6.617e-04 2.604e-04 1.801e-03 -1.000 4.089e-03 1.710 2.141 2.691 1.426
0.00415 -0.56713 10.07188 0.8794935346 2.4436619144    0.876  1.263  3.6941  2.846    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -2.39e-12      0.00 7.290e-01 2.669e-01 6.609e-04 2.615e-04 1.801e-03 -1.000 4.108e-03 1.612 2.046 2.601 1.328
0.00415 -0.56713 10.07188 0.8797503710 2.4437341257    0.877  1.314  3.6920  2.787    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -2.94e-12      0.00 7.289e-01 2.670e-01 6.605e-04 2.619e-04 1.801e-03 -1.000 4.135e-03 1.486 1.925 2.485 1.202
0.00415 -0.56713 10.07188 0.8799758554 2.4437974822    0.877  1.362  3.6898  2.730    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -3.58e-12      0.00 7.289e-01 2.670e-01 6.604e-04 2.621e-04 1.801e-03 -1.000 4.136e-03 1.364 1.808 2.373 1.081
0.00415 -0.56713 10.07188 0.8801812530 2.4438551623    0.877  1.411  3.6876  2.673    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -4.35e-12      0.00 7.289e-01 2.670e-01 6.603e-04 2.622e-04 1.801e-03 -1.000 4.136e-03 1.243 1.693 2.264 0.962
0.00415 -0.56713 10.07188 0.8803709149 2.4439083960    0.877  1.460  3.6853  2.615    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -5.29e-12      0.00 7.288e-01 2.670e-01 6.603e-04 2.623e-04 1.801e-03 -1.000 4.137e-03 1.121 1.577 2.154 0.842
0.00415 -0.56713 10.07188 0.8805368543 2.4439549497    0.877  1.506  3.6830  2.559    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -6.35e-12      0.00 7.288e-01 2.670e-01 6.602e-04 2.624e-04 1.802e-03 -1.000 4.137e-03 1.006 1.468 2.050 0.728
0.00415 -0.56713 10.07188 0.8806878924 2.4439973053    0.877  1.551  3.6808  2.505    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -7.59e-12      0.00 7.288e-01 2.670e-01 6.601e-04 2.625e-04 1.802e-03 -1.000 4.137e-03 0.893 1.361 1.949 0.617
0.00415 -0.56713 10.07188 0.8808227181 2.4440351004    0.877  1.594  3.6785  2.453    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1    -9e-12      0.00 7.288e-01 2.671e-01 6.601e-04 2.626e-04 1.802e-03 -1.000 4.137e-03 0.785 1.259 1.854 0.510
0.00415 -0.56713 10.07188 0.8809521794 2.4440713792    0.877  1.637  3.6762  2.401    3  0.000  0.489     0.00     0.00     0.00     0.00     0.00 -1 -1.07e-11      0.00 7.288e-01 2.671e-01 6.600e-04 2.627e-04 1.802e-03 -1.000 4.137e-03 0.678 1.158 1.759 0.404
0.00415 -0.56713 10.07188 0.8810843229 2.4441083970    0.877  1.673  3.6744  2.358    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-11      0.00 7.288e-01 2.671e-01 6.600e-04 2.628e-04 1.802e-03 -1.000 4.138e-03 0.588 1.073 1.680 0.315
0.00415 -0.56713 10.07188 0.8812168241 2.4441455021    0.876  1.703  3.6728  2.321    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-11      0.00 7.288e-01 2.671e-01 6.599e-04 2.628e-04 1.802e-03 -1.000 4.138e-03 0.513 1.002 1.614 0.240
0.00415 -0.56713 10.07188 0.8813415766 2.4441804256    0.876  1.672  3.6752  2.361    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-11      0.00 7.288e-01 2.671e-01 6.599e-04 2.629e-04 1.802e-03 -1.000 4.138e-03 0.590 1.072 1.677 0.316
0.00415 -0.56713 10.07188 0.8813781142 2.4441906519    0.876  1.660  3.6760  2.377    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-11      0.00 7.288e-01 2.671e-01 6.598e-04 2.629e-04 1.802e-03 -1.000 4.138e-03 0.620 1.100 1.703 0.346
0.00415 -0.56713 10.07188 0.8814961910 2.4442236930    0.876  1.712  3.6731  2.313    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-11      0.00 7.288e-01 2.671e-01 6.598e-04 2.630e-04 1.802e-03 -1.000 4.138e-03 0.490 0.978 1.590 0.217
0.00415 -0.56713 10.07188 0.8815944791 2.4442511889    0.876  1.757  3.6705  2.257    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.76e-11      0.00 7.288e-01 2.671e-01 6.598e-04 2.631e-04 1.802e-03 -1.000 4.139e-03 0.376 0.872 1.491 0.105
0.00415 -0.56713 10.07188 0.8816883564 2.4442774443    0.876  1.804  3.6677  2.199    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -2.11e-11      0.00 7.288e-01 2.671e-01 6.597e-04 2.631e-04 1.802e-03 -1.000 4.139e-03 0.260 0.763 1.391 -0.009
0.00415 -0.56713 10.07188 0.8817740679 2.4443014103    0.876  1.850  3.6650  2.143    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -2.52e-11      0.00 7.287e-01 2.671e-01 6.597e-04 2.632e-04 1.802e-03 -1.000 4.139e-03 0.146 0.657 1.293 -0.122
0.00415 -0.56713 10.07188 0.8818510175 2.4443229218    0.875  1.894  3.6623  2.087    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -2.99e-11      0.00 7.287e-01 2.671e-01 6.597e-04 2.632e-04 1.802e-03 -1.000 4.139e-03 0.034 0.554 1.199 -0.231
0.00415 -0.56713 10.07188 0.8819214106 2.4443425966    0.875  1.938  3.6595  2.032    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -3.54e-11      0.00 7.287e-01 2.671e-01 6.596e-04 2.633e-04 1.802e-03 -1.000 4.139e-03 -0.075 0.452 1.107 -0.339
0.00415 -0.56713 10.07188 0.8819871545 2.4443609687    0.875  1.982  3.6567  1.976    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -4.19e-11      0.00 7.287e-01 2.671e-01 6.596e-04 2.633e-04 1.802e-03 -1.000 4.139e-03 -0.186 0.351 1.015 -0.446
0.00415 -0.56713 10.07188 0.8820465803 2.4443775725    0.875  2.025  3.6539  1.922    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -4.95e-11      0.00 7.287e-01 2.671e-01 6.596e-04 2.633e-04 1.802e-03 -1.000 4.139e-03 -0.293 0.253 0.926 -0.551
0.00415 -0.56713 10.07188 0.8821018934 2.4443930249    0.874  2.069  3.6511  1.867    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-11      0.00 7.287e-01 2.671e-01 6.595e-04 2.634e-04 1.802e-03 -1.000 4.140e-03 -0.402 0.154 0.837 -0.656
0.00415 -0.56713 10.07188 0.8821521401 2.4444070600    0.874  2.112  3.6482  1.813    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -6.88e-11      0.00 7.287e-01 2.671e-01 6.595e-04 2.634e-04 1.802e-03 -1.000 4.140e-03 -0.509 0.057 0.750 -0.759
0.00415 -0.56713 10.07188 0.8821982145 2.4444199281    0.873  2.154  3.6453  1.759    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -8.09e-11      0.00 7.287e-01 2.671e-01 6.595e-04 2.634e-04 1.802e-03 -1.000 4.140e-03 -0.615 -0.038 0.665 -0.860
0.00415 -0.56713 10.07188 0.8822401166 2.4444316295    0.873  2.196  3.6425  1.705    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -9.48e-11      0.00 7.287e-01 2.671e-01 6.595e-04 2.635e-04 1.802e-03 -1.000 4.140e-03 -0.719 -0.130 0.582 -0.959
0.00415 -0.56713 10.07188 0.8822786808 2.4444423977    0.872  2.237  3.6396  1.652    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.11e-10      0.00 7.287e-01 2.671e-01 6.595e-04 2.635e-04 1.802e-03 -1.000 4.140e-03 -0.822 -0.222 0.501 -1.057
0.00415 -0.56713 10.07188 0.8823147416 2.4444524659    0.872  2.278  3.6367  1.599    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-10      0.00 7.287e-01 2.671e-01 6.595e-04 2.635e-04 1.802e-03 -1.000 4.140e-03 -0.926 -0.312 0.421 -1.153
0.00415 -0.56713 10.07188 0.8823471069 2.4444615015    0.871  2.318  3.6339  1.547    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.51e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.635e-04 1.802e-03 -1.000 4.140e-03 -1.026 -0.399 0.344 -1.246
0.00415 -0.56713 10.07188 0.8823776841 2.4444700372    0.870  2.359  3.6309  1.494    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -1.77e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.635e-04 1.802e-03 -1.000 4.140e-03 -1.128 -0.487 0.267 -1.340
0.00415 -0.56713 10.07188 0.8824049234 2.4444776406    0.870  2.398  3.6281  1.443    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.635e-04 1.802e-03 -1.000 4.140e-03 -1.226 -0.570 0.195 -1.431
0.00415 -0.56713 10.07188 0.8824306130 2.4444848109    0.869  2.438  3.6252  1.391    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -2.39e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.636e-04 1.802e-03 -1.000 4.140e-03 -1.326 -0.654 0.123 -1.523
0.00415 -0.56713 10.07188 0.8824543953 2.4444914484    0.868  2.478  3.6222  1.340    3  0.000  0.488     0.00     0.00     0.00     0.00     0.00 -1 -2.77e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.636e-04 1.802e-03 -1.000 4.140e-03 -1.424 -0.737 0.053 -1.613
0.00415 -0.56713 10.07188 0.8824759126 2.4444974534    0.867  2.516  3.6193  1.289    3  0.000  0.488    10.75     7.98     5.58     4.33     3.50  3 -3.21e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.636e-04 1.802e-03 -1.000 4.140e-03 -1.520 -0.817 -0.015 -1.701
0.00415 -0.56713 10.07188 0.8824966550 2.4445032418    0.866  2.556  3.6163  1.237    3  0.000  0.488    11.99     8.76     6.11     4.74     3.84  3 -3.73e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.636e-04 1.802e-03 -1.000 4.140e-03 -1.619 -0.899 -0.083 -1.790
0.00415 -0.56713 10.07188 0.8825148344 2.4445083147    0.865  2.593  3.6134  1.188    3  0.000  0.488    13.29     9.58     6.65     5.16     4.18  3  -4.3e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.636e-04 1.802e-03 -1.000 4.140e-03 -1.712 -0.975 -0.146 -1.874
0.00415 -0.56713 10.07188 0.8825320601 2.4445131213    0.864  2.630  3.6106  1.139    3  0.000  0.488    14.73    10.46     7.23     5.63     4.56  3 -4.95e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.636e-04 1.802e-03 -1.000 4.140e-03 -1.805 -1.052 -0.210 -1.959
0.00415 -0.56713 10.07188 0.8825479746 2.4445175618    0.863  2.667  3.6078  1.090    3  0.000  0.488    16.32    11.42     7.86     6.13     4.97  3  -5.7e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.636e-04 1.802e-03 -1.000 4.140e-03 -1.897 -1.127 -0.271 -2.041
0.00415 -0.56713 10.07188 0.8825626969 2.4445216695    0.862  2.703  3.6049  1.042    3  0.000  0.488    18.07    12.47     8.55     6.67     5.41  3 -6.54e-10      0.00 7.287e-01 2.672e-01 6.594e-04 2.636e-04 1.802e-03 -1.000 4.140e-03 -1.988 -1.199 -0.329 -2.121
0.00415 -0.56713 10.07188 0.8825767636 2.4445255942    0.860  2.740  3.6019  0.992    3  0.000  0.488    20.04    13.62     9.30     7.27     5.89  2 -7.53e-10      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.080 -1.272 -0.387 -2.202
0.00415 -0.56713 10.07188 0.8825922012 2.4445299011    0.859  2.783  3.5986  0.935    3  0.000  0.488    22.60    15.10    10.26     8.03     6.51  2 -8.87e-10      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.187 -1.357 -0.453 -2.297
0.00415 -0.56713 10.07188 0.8826065063 2.4445338920    0.857  2.825  3.5951  0.878    3  0.000  0.488    25.48    16.74    11.32     8.87     7.20  2 -1.04e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.294 -1.439 -0.515 -2.389
0.00415 -0.56713 10.07188 0.8826174140 2.4445369349    0.855  2.860  3.5922  0.831    3  0.000  0.488    28.13    18.22    12.28     9.63     7.82  2 -1.19e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.380 -1.505 -0.564 -2.464
0.00415 -0.56713 10.07188 0.8826298714 2.4445404100    0.853  2.902  3.5887  0.773    3  0.000  0.488    31.71    20.19    13.54    10.64     8.64  2  -1.4e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.485 -1.584 -0.621 -2.554
0.00415 -0.56713 10.07188 0.8826407790 2.4445434527    0.850  2.941  3.5854  0.720    3  0.000  0.488    35.48    22.23    14.84    11.68     9.49  2 -1.63e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.583 -1.656 -0.672 -2.637
0.00415 -0.56713 10.07188 0.8826511502 2.4445463458    0.848  2.981  3.5820  0.665    3  0.000  0.488    39.77    24.51    16.29    12.84    10.43  2  -1.9e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.682 -1.729 -0.722 -2.721
0.00415 -0.56713 10.07188 0.8826605082 2.4445489561    0.845  3.019  3.5787  0.613    3  0.000  0.488    44.37    26.91    17.82    14.06    11.43  1  -2.2e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.776 -1.795 -0.765 -2.799
0.00415 -0.56713 10.07188 0.8826694489 2.4445514499    0.842  3.057  3.5753  0.560    3  0.000  0.488    49.62    29.61    19.52    15.43    12.54  1 -2.55e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -2.872 -1.860 -0.802 -2.876
0.00415 -0.56713 10.07188 0.8826774955 2.4445536943    0.839  3.093  3.5721  0.509    3  0.000  0.488    55.16    32.41    21.27    16.85    13.69  1 -2.94e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.141e-03 -2.961 -1.920 -0.836 -2.948
0.00415 -0.56713 10.07188 0.8826849461 2.4445557724    0.835  3.128  3.5688  0.459    3  0.000  0.488    61.22    35.43    23.16    18.37    14.93  1 -3.37e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -3.049 -1.976 -0.862 -3.018
0.00415 -0.56713 10.07188 0.8826917410 2.4445576677    0.832  3.161  3.5656  0.411    3  0.000  0.488    67.75    38.62    25.15    19.97    16.24  1 -3.85e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -3.134 -2.026 -0.877 -3.083
0.00415 -0.56713 10.07188 0.8826981783 2.4445594631    0.828  3.195  3.5624  0.363    3  0.000  0.488    74.95    42.09    27.30    21.71    17.65  1 -4.39e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.141e-03 -3.217 -2.075 -0.890 -3.146
0.00415 -0.56713 10.07188 0.8827040792 2.4445611089    0.824  3.227  3.5592  0.316    3  0.000  0.488    82.71    45.77    29.57    23.55    19.15  1 -4.99e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.140e-03 -3.297 -2.119 -0.896 -3.205
0.00415 -0.56713 10.07188 0.8827098012 2.4445627048    0.819  3.259  3.5558  0.267    3  0.000  0.488    91.53    49.89    32.10    25.60    20.83  0  -5.7e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.141e-03 -3.379 -2.159 -0.888 -3.262
0.00415 -0.56713 10.07188 0.8827149868 2.4445641510    0.815  3.290  3.5526  0.221    3  0.000  0.488   100.81    54.15    34.71    27.72    22.55  0 -6.46e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.141e-03 -3.456 -2.196 -0.880 -3.316
0.00415 -0.56713 10.07188 0.8827199340 2.4445655308    0.810  3.320  3.5496  0.176    3  0.000  0.488   110.73    58.63    37.44    29.94    24.37  0 -7.29e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.141e-03 -3.530 -2.231 -0.869 -3.367
0.00415 -0.56713 10.07188 0.8827254176 2.4445670601    0.803  3.353  3.5462  0.126    3  0.000  0.488   122.98    64.06    40.74    32.64    26.56  0 -8.35e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.141e-03 -3.613 -2.264 -0.838 -3.420
0.00415 -0.56713 10.07188 0.8827288151 2.4445680076    0.799  3.373  3.5442  0.096    3  0.000  0.488   130.92    67.53    42.84    34.35    27.96  0 -9.07e-09      0.00 7.287e-01 2.672e-01 6.593e-04 2.637e-04 1.802e-03 -1.000 4.141e-03 -3.663 -2.284 -0.820 -3.451
0.00415 -0.56713 10.07188 0.8827288151 2.4445680076    0.797  1.711  3.7056  2.403    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.493 0.905 1.433 0.208
0.00415 -0.56713 10.07188 0.8827906251 2.4445852442    0.797  1.723  3.7047  2.388    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.463 0.876 1.406 0.178
0.00415 -0.56713 10.07188 0.8828483224 2.4446013313    0.797  1.726  3.7045  2.384    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.455 0.868 1.399 0.169
0.00415 -0.56713 10.07188 0.8829066157 2.4446175823    0.797  1.727  3.7047  2.383    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.452 0.865 1.395 0.166
0.00415 -0.56713 10.07188 0.8829663396 2.4446342294    0.797  1.727  3.7050  2.385    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.452 0.865 1.394 0.167
0.00415 -0.56713 10.07188 0.8830251694 2.4446506248    0.797  1.726  3.7056  2.388    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.173e-03 0.456 0.867 1.395 0.170
0.00415 -0.56713 10.07188 0.8830862045 2.4446676322    0.797  1.724  3.7062  2.393    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.460 0.870 1.397 0.175
0.00415 -0.56713 10.07188 0.8831460476 2.4446843047    0.797  1.722  3.7069  2.397    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.465 0.874 1.399 0.180
0.00415 -0.56713 10.07188 0.8832073808 2.4447013898    0.798  1.720  3.7075  2.402    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.470 0.878 1.401 0.186
0.00415 -0.56713 10.07188 0.8832639456 2.4447171441    0.798  1.718  3.7081  2.406    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.475 0.881 1.403 0.190
0.00415 -0.56713 10.07188 0.8833201528 2.4447327965    0.798  1.717  3.7086  2.409    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.478 0.884 1.405 0.194
0.00415 -0.56713 10.07188 0.8833779097 2.4447488781    0.798  1.715  3.7091  2.413    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.481 0.886 1.406 0.197
0.00415 -0.56713 10.07188 0.8834407926 2.4447663842    0.798  1.714  3.7096  2.416    4  0.000  0.498     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.302e-01 2.656e-01 6.725e-04 2.477e-04 1.800e-03 -1.000 4.172e-03 0.485 0.889 1.407 0.200
