name,columns,statistic_name,statistic,pval,is_normal
ngc 6642,5p,Henze-Zirkler,6.4743433143426,0.0,False
ngc 6642,3p,Henze-Zirkler,17.160566212164102,5.097787925859193e-115,False
ngc 6642,5p_color,Henze-Zirkler,26.047428073215116,0.0,False
ngc 6642,7p,Henze-Zirkler,7.331817848760184,0.0,False
ngc 6652,5p,Henze-Zirkler,13.202746948855593,0.0,False
ngc 6652,3p,Henze-Zirkler,41.53052440426573,1.5135687045796206e-185,False
ngc 6652,5p_color,Henze-Zirkler,41.50459446438017,0.0,False
ngc 6652,7p,Henze-Zirkler,12.308817146650457,0.0,False
ngc 6656,5p,MC - Henze-Zirkler,55.06435038060841,0.0,False
ngc 6656,3p,MC - Henze-Zirkler,223.83593773719778,0.0,False
ngc 6656,5p_color,MC - Henze-Zirkler,193.80686009912515,0.0,False
ngc 6656,7p,MC - Henze-Zirkler,47.27141190666125,0.0,False
pal 8,5p,Henze-Zirkler,13.481579710090303,0.0,False
pal 8,3p,Henze-Zirkler,57.57304027253592,1.0023400254638963e-192,False
pal 8,5p_color,Henze-Zirkler,47.960078840841064,0.0,False
pal 8,7p,Henze-Zirkler,13.296318877438038,0.0,False
ngc 6681,5p,MC - Henze-Zirkler,36.34769350463809,0.0,False
ngc 6681,3p,MC - Henze-Zirkler,136.98994697484505,0.0,False
ngc 6681,5p_color,MC - Henze-Zirkler,161.91315755883113,0.0,False
ngc 6681,7p,MC - Henze-Zirkler,38.429643394565886,0.0,False
ngc 6712,5p,MC - Henze-Zirkler,17.961486851012875,0.0,False
ngc 6712,3p,MC - Henze-Zirkler,53.2610616402374,2.3591304085113092e-271,False
ngc 6712,5p_color,MC - Henze-Zirkler,79.33431383397091,0.0,False
ngc 6712,7p,MC - Henze-Zirkler,19.906878490956494,0.0,False
ngc 6715,5p,MC - Henze-Zirkler,55.14564810671994,0.0,False
ngc 6715,3p,MC - Henze-Zirkler,297.8495330280325,0.0,False
ngc 6715,5p_color,MC - Henze-Zirkler,195.4179888580153,0.0,False
ngc 6715,7p,MC - Henze-Zirkler,43.82167122168893,0.0,False
ngc 6717,5p,Henze-Zirkler,19.989287595517467,0.0,False
ngc 6717,3p,Henze-Zirkler,62.31991824684173,1.1113145063773043e-219,False
ngc 6717,5p_color,Henze-Zirkler,50.96861481278447,0.0,False
ngc 6717,7p,Henze-Zirkler,15.71419851529786,0.0,False
ngc 6723,5p,MC - Henze-Zirkler,145.90833682693747,0.0,False
ngc 6723,3p,MC - Henze-Zirkler,413.70600754236244,0.0,False
ngc 6723,5p_color,MC - Henze-Zirkler,280.43731660058506,0.0,False
ngc 6723,7p,MC - Henze-Zirkler,107.51227054588253,0.0,False
ngc 6749,5p,Henze-Zirkler,22.07595114745195,0.0,False
ngc 6749,3p,Henze-Zirkler,123.51563499348987,7.566867382101485e-296,False
ngc 6749,5p_color,Henze-Zirkler,95.35487861661575,0.0,False
ngc 6749,7p,Henze-Zirkler,22.421100789251827,0.0,False
ngc 6752,5p,MC - Henze-Zirkler,205.88791372354254,0.0,False
ngc 6752,3p,MC - Henze-Zirkler,1079.685563488168,0.0,False
ngc 6752,5p_color,MC - Henze-Zirkler,848.7495923739689,0.0,False
ngc 6752,7p,MC - Henze-Zirkler,207.4963253288591,0.0,False
ngc 6760,5p,Henze-Zirkler,29.64889077779947,0.0,False
ngc 6760,3p,Henze-Zirkler,133.0882294662915,0.0,False
ngc 6760,5p_color,Henze-Zirkler,109.03792885234813,0.0,False
ngc 6760,7p,Henze-Zirkler,30.289034348151475,0.0,False
ngc 6779,5p,Henze-Zirkler,60.638503268038455,0.0,False
ngc 6779,3p,Henze-Zirkler,213.34694067449473,0.0,False
ngc 6779,5p_color,Henze-Zirkler,152.3976411381134,0.0,False
ngc 6779,7p,Henze-Zirkler,44.60015632547016,0.0,False
arp 2,5p,Henze-Zirkler,9.105024333319976,0.0,False
arp 2,3p,Henze-Zirkler,35.59727696001036,6.161714323132809e-153,False
arp 2,5p_color,Henze-Zirkler,44.09877857847193,0.0,False
arp 2,7p,Henze-Zirkler,10.859490148859562,0.0,False
ngc 6809,5p,MC - Henze-Zirkler,283.7580950627288,0.0,False
ngc 6809,3p,MC - Henze-Zirkler,884.7998462279414,0.0,False
ngc 6809,5p_color,MC - Henze-Zirkler,607.7116354414542,0.0,False
ngc 6809,7p,MC - Henze-Zirkler,228.67015648858444,0.0,False
terzan 8,5p,Henze-Zirkler,20.21581940194931,0.0,False
terzan 8,3p,Henze-Zirkler,82.70771056462443,4.376638057403269e-182,False
terzan 8,5p_color,Henze-Zirkler,55.90578381201109,0.0,False
terzan 8,7p,Henze-Zirkler,16.190181854617894,0.0,False
pal 11,5p,Henze-Zirkler,8.682181766006352,1.0703364446016724e-238,False
pal 11,3p,Henze-Zirkler,32.82272270488106,2.429530104899773e-100,False
pal 11,5p_color,Henze-Zirkler,27.84334003743179,0.0,False
pal 11,7p,Henze-Zirkler,8.584612283668585,0.0,False
ngc 6838,5p,MC - Henze-Zirkler,66.77422514967049,0.0,False
ngc 6838,3p,MC - Henze-Zirkler,320.92567667834834,0.0,False
ngc 6838,5p_color,MC - Henze-Zirkler,252.25081977445953,0.0,False
ngc 6838,7p,MC - Henze-Zirkler,62.09205778462914,0.0,False
ngc 6864,5p,Henze-Zirkler,21.889381405560275,0.0,False
ngc 6864,3p,Henze-Zirkler,132.49793704264502,5.725920343534323e-226,False
ngc 6864,5p_color,Henze-Zirkler,73.282792024705,0.0,False
ngc 6864,7p,Henze-Zirkler,16.35803568851823,0.0,False
ngc 6934,5p,Henze-Zirkler,57.62951863196117,0.0,False
ngc 6934,3p,Henze-Zirkler,188.95027439145812,0.0,False
ngc 6934,5p_color,Henze-Zirkler,131.03356490886824,0.0,False
ngc 6934,7p,Henze-Zirkler,43.78953110979313,0.0,False
ngc 6981,5p,Henze-Zirkler,61.49769518445919,0.0,False
ngc 6981,3p,Henze-Zirkler,180.97620405123328,2.6742580520267414e-262,False
ngc 6981,5p_color,Henze-Zirkler,122.40801910389187,0.0,False
ngc 6981,7p,Henze-Zirkler,46.0846388318403,0.0,False
ngc 7006,5p,Henze-Zirkler,6.981919792469943,6.48232401713956e-179,False
ngc 7006,3p,Henze-Zirkler,39.74387489081976,5.81014631957717e-104,False
ngc 7006,5p_color,Henze-Zirkler,15.284844792766377,0.0,False
ngc 7006,7p,Henze-Zirkler,3.991781561852834,0.0,False
ngc 7078,5p,Henze-Zirkler,224.21426357826033,0.0,False
ngc 7078,3p,Henze-Zirkler,1295.0051249058865,0.0,False
ngc 7078,5p_color,Henze-Zirkler,711.6574642915722,0.0,False
ngc 7078,7p,Henze-Zirkler,165.20071318765628,0.0,False
ngc 7089,5p,Henze-Zirkler,163.15460651596874,0.0,False
ngc 7089,3p,Henze-Zirkler,631.9350749145837,0.0,False
ngc 7089,5p_color,Henze-Zirkler,394.9484663089605,0.0,False
ngc 7089,7p,Henze-Zirkler,124.88252304154763,0.0,False
ngc 7099,5p,Henze-Zirkler,141.0701530927276,0.0,False
ngc 7099,3p,Henze-Zirkler,652.1951162018755,0.0,False
ngc 7099,5p_color,Henze-Zirkler,417.3923712633976,0.0,False
ngc 7099,7p,Henze-Zirkler,111.3394478665678,0.0,False
pal 12,5p,Henze-Zirkler,10.716908894709373,6.702732713909569e-225,False
pal 12,3p,Henze-Zirkler,28.5131867551739,1.6255600939359752e-79,False
pal 12,5p_color,Henze-Zirkler,22.30939475161603,0.0,False
pal 12,7p,Henze-Zirkler,9.681660269975774,0.0,False
ngc 7492,5p,Henze-Zirkler,28.39651977590861,0.0,False
ngc 7492,3p,Henze-Zirkler,71.3322446945412,9.182448965623459e-135,False
ngc 7492,5p_color,Henze-Zirkler,39.6713286748949,0.0,False
ngc 7492,7p,Henze-Zirkler,17.750718249859837,0.0,False
