g, c, u0
16.48,1.23, 1.301891
16.48,1.24, 1.269099
16.48,1.25, 1.240999
16.48,1.26, 1.216500
16.48,1.27, 1.194427
16.48,1.28, 1.174171
16.48,1.29, 1.155348
16.48,1.30, 1.137910
16.48,1.31, 1.121911
16.48,1.32, 1.107484
16.48,1.33, 1.094695
16.48,1.34, 1.083259
16.48,1.35, 1.072869
16.48,1.36, 1.063477
16.48,1.37, 1.055092
16.48,1.38, 1.047698
16.48,1.39, 1.041240
16.48,1.40, 1.035516
16.48,1.41, 1.030367
16.48,1.42, 1.025943
16.48,1.43, 1.022418
16.48,1.44, 1.019755
16.48,1.45, 1.017870
16.48,1.46, 1.016700
16.48,1.47, 1.016189
16.48,1.48, 1.016315
16.48,1.49, 1.017049
16.48,1.50, 1.018324
16.48,1.51, 1.020072
16.48,1.52, 1.022274
16.48,1.53, 1.024921
16.48,1.54, 1.028003
16.48,1.55, 1.031513
16.48,1.56, 1.035441
16.48,1.57, 1.039818
16.48,1.58, 1.044825
16.48,1.59, 1.050684
16.48,1.60, 1.057615
16.48,1.61, 1.065766
16.48,1.62, 1.074981
16.48,1.63, 1.085029
16.48,1.64, 1.095683
16.48,1.65, 1.106734
16.48,1.66, 1.118065
16.48,1.67, 1.129583
16.48,1.68, 1.141194
16.48,1.69, 1.152819
16.48,1.70, 1.164442
16.48,1.71, 1.176063
16.48,1.72, 1.187684
16.48,1.73, 1.199302
16.48,1.74, 1.210920
16.48,1.75, 1.222536
16.48,1.76, 1.234151
16.48,1.77, 1.245765
16.48,1.78, 1.257377
16.48,1.79, 1.268989
16.48,1.80, 1.280599
16.48,1.81, 1.292209
16.48,1.82, 1.303817
16.48,1.83, 1.315425
16.48,1.84, 1.327032
16.48,1.85, 1.338638
16.48,1.86, 1.350243
16.48,1.87, 1.361847
16.48,1.88, 1.373451
16.48,1.89, 1.385054
16.48,1.90, 1.396657
16.48,1.91, 1.408259
16.48,1.92, 1.419861
16.48,1.93, 1.431463
16.48,1.94, 1.443064
16.48,1.95, 1.454664
16.48,1.96, 1.466265
16.48,1.97, 1.477865
16.48,1.98, 1.489465
16.48,1.99, 1.501065
16.48,2.00, 1.512665
16.50,1.00, 2.501553
16.50,1.01, 2.454966
16.50,1.02, 2.406794
16.50,1.03, 2.355455
16.50,1.04, 2.299364
16.50,1.05, 2.237571
16.50,1.06, 2.171656
16.50,1.07, 2.103835
16.50,1.08, 2.036323
16.50,1.09, 1.970986
16.50,1.10, 1.908305
16.50,1.11, 1.848411
16.50,1.12, 1.791437
16.50,1.13, 1.737462
16.50,1.14, 1.686355
16.50,1.15, 1.637934
16.50,1.16, 1.592015
16.50,1.17, 1.548188
16.50,1.18, 1.505134
16.50,1.19, 1.461633
16.50,1.20, 1.417773
16.50,1.21, 1.374287
16.50,1.22, 1.333173
16.50,1.23, 1.296365
16.50,1.24, 1.264270
16.50,1.25, 1.236704
16.50,1.26, 1.212652
16.50,1.27, 1.191023
16.50,1.28, 1.171228
16.50,1.29, 1.152877
16.50,1.30, 1.135866
16.50,1.31, 1.120203
16.50,1.32, 1.106036
16.50,1.33, 1.093461
16.50,1.34, 1.082201
16.50,1.35, 1.071954
16.50,1.36, 1.062674
16.50,1.37, 1.054373
16.50,1.38, 1.047048
16.50,1.39, 1.040659
16.50,1.40, 1.035018
16.50,1.41, 1.029977
16.50,1.42, 1.025694
16.50,1.43, 1.022343
16.50,1.44, 1.019863
16.50,1.45, 1.018137
16.50,1.46, 1.017044
16.50,1.47, 1.016496
16.50,1.48, 1.016534
16.50,1.49, 1.017200
16.50,1.50, 1.018417
16.50,1.51, 1.020097
16.50,1.52, 1.022216
16.50,1.53, 1.024767
16.50,1.54, 1.027743
16.50,1.55, 1.031137
16.50,1.56, 1.034942
16.50,1.57, 1.039191
16.50,1.58, 1.044079
16.50,1.59, 1.049841
16.50,1.60, 1.056713
16.50,1.61, 1.064850
16.50,1.62, 1.074086
16.50,1.63, 1.084176
16.50,1.64, 1.094874
16.50,1.65, 1.105959
16.50,1.66, 1.117313
16.50,1.67, 1.128840
16.50,1.68, 1.140445
16.50,1.69, 1.152049
16.50,1.70, 1.163636
16.50,1.71, 1.175208
16.50,1.72, 1.186765
16.50,1.73, 1.198306
16.50,1.74, 1.209834
16.50,1.75, 1.221348
16.50,1.76, 1.232849
16.50,1.77, 1.244337
16.50,1.78, 1.255813
16.50,1.79, 1.267278
16.50,1.80, 1.278731
16.50,1.81, 1.290174
16.50,1.82, 1.301607
16.50,1.83, 1.313030
16.50,1.84, 1.324445
16.50,1.85, 1.335851
16.50,1.86, 1.347249
16.50,1.87, 1.358640
16.50,1.88, 1.370024
16.50,1.89, 1.381401
16.50,1.90, 1.392773
16.50,1.91, 1.404140
16.50,1.92, 1.415502
16.50,1.93, 1.426860
16.50,1.94, 1.438214
16.50,1.95, 1.449564
16.50,1.96, 1.460913
16.50,1.97, 1.472259
16.50,1.98, 1.483603
16.50,1.99, 1.494947
16.50,2.00, 1.506290
16.52,1.00, 2.482414
16.52,1.01, 2.435573
16.52,1.02, 2.387232
16.52,1.03, 2.335895
16.52,1.04, 2.280060
16.52,1.05, 2.218825
16.52,1.06, 2.153663
16.52,1.07, 2.086644
16.52,1.08, 2.019835
16.52,1.09, 1.955001
16.52,1.10, 1.892683
16.52,1.11, 1.833115
16.52,1.12, 1.776534
16.52,1.13, 1.723099
16.52,1.14, 1.672661
16.52,1.15, 1.624993
16.52,1.16, 1.579869
16.52,1.17, 1.536855
16.52,1.18, 1.494672
16.52,1.19, 1.452145
16.52,1.20, 1.409337
16.52,1.21, 1.366928
16.52,1.22, 1.326823
16.52,1.23, 1.290871
16.52,1.24, 1.259455
16.52,1.25, 1.232407
16.52,1.26, 1.208797
16.52,1.27, 1.187617
16.52,1.28, 1.168290
16.52,1.29, 1.150414
16.52,1.30, 1.133834
16.52,1.31, 1.118508
16.52,1.32, 1.104599
16.52,1.33, 1.092225
16.52,1.34, 1.081128
16.52,1.35, 1.071020
16.52,1.36, 1.061855
16.52,1.37, 1.053649
16.52,1.38, 1.046406
16.52,1.39, 1.040093
16.52,1.40, 1.034538
16.52,1.41, 1.029607
16.52,1.42, 1.025462
16.52,1.43, 1.022277
16.52,1.44, 1.019975
16.52,1.45, 1.018409
16.52,1.46, 1.017399
16.52,1.47, 1.016815
16.52,1.48, 1.016763
16.52,1.49, 1.017359
16.52,1.50, 1.018520
16.52,1.51, 1.020134
16.52,1.52, 1.022175
16.52,1.53, 1.024639
16.52,1.54, 1.027521
16.52,1.55, 1.030816
16.52,1.56, 1.034519
16.52,1.57, 1.038668
16.52,1.58, 1.043467
16.52,1.59, 1.049165
16.52,1.60, 1.056008
16.52,1.61, 1.064158
16.52,1.62, 1.073438
16.52,1.63, 1.083585
16.52,1.64, 1.094335
16.52,1.65, 1.105455
16.52,1.66, 1.116822
16.52,1.67, 1.128344
16.52,1.68, 1.139928
16.52,1.69, 1.151495
16.52,1.70, 1.163032
16.52,1.71, 1.174540
16.52,1.72, 1.186019
16.52,1.73, 1.197470
16.52,1.74, 1.208894
16.52,1.75, 1.220293
16.52,1.76, 1.231667
16.52,1.77, 1.243018
16.52,1.78, 1.254346
16.52,1.79, 1.265652
16.52,1.80, 1.276937
16.52,1.81, 1.288202
16.52,1.82, 1.299449
16.52,1.83, 1.310678
16.52,1.84, 1.321891
16.52,1.85, 1.333087
16.52,1.86, 1.344269
16.52,1.87, 1.355437
16.52,1.88, 1.366592
16.52,1.89, 1.377735
16.52,1.90, 1.388867
16.52,1.91, 1.399990
16.52,1.92, 1.411103
16.52,1.93, 1.422209
16.52,1.94, 1.433308
16.52,1.95, 1.444400
16.52,1.96, 1.455489
16.52,1.97, 1.466572
16.52,1.98, 1.477653
16.52,1.99, 1.488732
16.52,2.00, 1.499811
16.54,1.00, 2.463408
16.54,1.01, 2.416002
16.54,1.02, 2.367215
16.54,1.03, 2.315666
16.54,1.04, 2.259973
16.54,1.05, 2.199297
16.54,1.06, 2.134976
16.54,1.07, 2.068887
16.54,1.08, 2.002908
16.54,1.09, 1.938666
16.54,1.10, 1.876771
16.54,1.11, 1.817583
16.54,1.12, 1.761460
16.54,1.13, 1.708654
16.54,1.14, 1.658986
16.54,1.15, 1.612169
16.54,1.16, 1.567919
16.54,1.17, 1.525759
16.54,1.18, 1.484451
16.54,1.19, 1.442866
16.54,1.20, 1.401057
16.54,1.21, 1.359672
16.54,1.22, 1.320529
16.54,1.23, 1.285395
16.54,1.24, 1.254635
16.54,1.25, 1.228095
16.54,1.26, 1.204931
16.54,1.27, 1.184214
16.54,1.28, 1.165370
16.54,1.29, 1.147973
16.54,1.30, 1.131820
16.54,1.31, 1.116830
16.54,1.32, 1.103171
16.54,1.33, 1.090982
16.54,1.34, 1.080034
16.54,1.35, 1.070058
16.54,1.36, 1.061018
16.54,1.37, 1.052930
16.54,1.38, 1.045791
16.54,1.39, 1.039567
16.54,1.40, 1.034103
16.54,1.41, 1.029285
16.54,1.42, 1.025273
16.54,1.43, 1.022238
16.54,1.44, 1.020095
16.54,1.45, 1.018677
16.54,1.46, 1.017746
16.54,1.47, 1.017128
16.54,1.48, 1.016990
16.54,1.49, 1.017519
16.54,1.50, 1.018624
16.54,1.51, 1.020174
16.54,1.52, 1.022142
16.54,1.53, 1.024525
16.54,1.54, 1.027323
16.54,1.55, 1.030532
16.54,1.56, 1.034152
16.54,1.57, 1.038224
16.54,1.58, 1.042959
16.54,1.59, 1.048614
16.54,1.60, 1.055443
16.54,1.61, 1.063613
16.54,1.62, 1.072933
16.54,1.63, 1.083123
16.54,1.64, 1.093905
16.54,1.65, 1.105031
16.54,1.66, 1.116380
16.54,1.67, 1.127863
16.54,1.68, 1.139391
16.54,1.69, 1.150891
16.54,1.70, 1.162348
16.54,1.71, 1.173764
16.54,1.72, 1.185140
16.54,1.73, 1.196478
16.54,1.74, 1.207780
16.54,1.75, 1.219045
16.54,1.76, 1.230277
16.54,1.77, 1.241476
16.54,1.78, 1.252643
16.54,1.79, 1.263780
16.54,1.80, 1.274888
16.54,1.81, 1.285970
16.54,1.82, 1.297025
16.54,1.83, 1.308056
16.54,1.84, 1.319063
16.54,1.85, 1.330048
16.54,1.86, 1.341014
16.54,1.87, 1.351959
16.54,1.88, 1.362887
16.54,1.89, 1.373799
16.54,1.90, 1.384696
16.54,1.91, 1.395579
16.54,1.92, 1.406449
16.54,1.93, 1.417309
16.54,1.94, 1.428159
16.54,1.95, 1.439001
16.54,1.96, 1.449837
16.54,1.97, 1.460666
16.54,1.98, 1.471492
16.54,1.99, 1.482315
16.54,2.00, 1.493136
16.56,1.00, 2.444538
16.56,1.01, 2.396325
16.56,1.02, 2.346875
16.56,1.03, 2.294953
16.56,1.04, 2.239323
16.56,1.05, 2.179229
16.56,1.06, 2.115839
16.56,1.07, 2.050800
16.56,1.08, 1.985761
16.56,1.09, 1.922179
16.56,1.10, 1.860744
16.56,1.11, 1.801959
16.56,1.12, 1.746322
16.56,1.13, 1.694194
16.56,1.14, 1.645361
16.56,1.15, 1.599467
16.56,1.16, 1.556157
16.56,1.17, 1.514904
16.56,1.18, 1.474493
16.56,1.19, 1.433828
16.56,1.20, 1.392968
16.56,1.21, 1.352546
16.56,1.22, 1.314310
16.56,1.23, 1.279955
16.56,1.24, 1.249833
16.56,1.25, 1.223802
16.56,1.26, 1.201095
16.56,1.27, 1.180857
16.56,1.28, 1.162505
16.56,1.29, 1.145581
16.56,1.30, 1.129846
16.56,1.31, 1.115183
16.56,1.32, 1.101762
16.56,1.33, 1.089739
16.56,1.34, 1.078917
16.56,1.35, 1.069066
16.56,1.36, 1.060161
16.56,1.37, 1.052217
16.56,1.38, 1.045211
16.56,1.39, 1.039094
16.56,1.40, 1.033733
16.56,1.41, 1.029035
16.56,1.42, 1.025155
16.56,1.43, 1.022249
16.56,1.44, 1.020233
16.56,1.45, 1.018937
16.56,1.46, 1.018070
16.56,1.47, 1.017418
16.56,1.48, 1.017203
16.56,1.49, 1.017668
16.56,1.50, 1.018720
16.56,1.51, 1.020207
16.56,1.52, 1.022102
16.56,1.53, 1.024407
16.56,1.54, 1.027125
16.56,1.55, 1.030258
16.56,1.56, 1.033809
16.56,1.57, 1.037823
16.56,1.58, 1.042513
16.56,1.59, 1.048136
16.56,1.60, 1.054948
16.56,1.61, 1.063115
16.56,1.62, 1.072435
16.56,1.63, 1.082620
16.56,1.64, 1.093378
16.56,1.65, 1.104453
16.56,1.66, 1.115728
16.56,1.67, 1.127118
16.56,1.68, 1.138541
16.56,1.69, 1.149926
16.56,1.70, 1.161262
16.56,1.71, 1.172550
16.56,1.72, 1.183791
16.56,1.73, 1.194988
16.56,1.74, 1.206141
16.56,1.75, 1.217252
16.56,1.76, 1.228324
16.56,1.77, 1.239357
16.56,1.78, 1.250353
16.56,1.79, 1.261314
16.56,1.80, 1.272241
16.56,1.81, 1.283136
16.56,1.82, 1.294001
16.56,1.83, 1.304837
16.56,1.84, 1.315645
16.56,1.85, 1.326428
16.56,1.86, 1.337187
16.56,1.87, 1.347924
16.56,1.88, 1.358639
16.56,1.89, 1.369335
16.56,1.90, 1.380014
16.56,1.91, 1.390677
16.56,1.92, 1.401325
16.56,1.93, 1.411961
16.56,1.94, 1.422585
16.56,1.95, 1.433200
16.56,1.96, 1.443807
16.56,1.97, 1.454407
16.56,1.98, 1.465002
16.56,1.99, 1.475594
16.56,2.00, 1.486185
16.58,1.00, 2.425808
16.58,1.01, 2.376617
16.58,1.02, 2.326359
16.58,1.03, 2.273966
16.58,1.04, 2.218372
16.58,1.05, 2.158917
16.58,1.06, 2.096572
16.58,1.07, 2.032718
16.58,1.08, 1.968732
16.58,1.09, 1.905874
16.58,1.10, 1.844920
16.58,1.11, 1.786528
16.58,1.12, 1.731352
16.58,1.13, 1.679872
16.58,1.14, 1.631848
16.58,1.15, 1.586865
16.58,1.16, 1.544506
16.58,1.17, 1.504193
16.58,1.18, 1.464711
16.58,1.19, 1.424973
16.58,1.20, 1.385046
16.58,1.21, 1.345553
16.58,1.22, 1.308190
16.58,1.23, 1.274595
16.58,1.24, 1.245106
16.58,1.25, 1.219592
16.58,1.26, 1.197354
16.58,1.27, 1.177599
16.58,1.28, 1.159732
16.58,1.29, 1.143263
16.58,1.30, 1.127924
16.58,1.31, 1.113577
16.58,1.32, 1.100383
16.58,1.33, 1.088501
16.58,1.34, 1.077783
16.58,1.35, 1.068048
16.58,1.36, 1.059287
16.58,1.37, 1.051516
16.58,1.38, 1.044677
16.58,1.39, 1.038688
16.58,1.40, 1.033440
16.58,1.41, 1.028871
16.58,1.42, 1.025118
16.58,1.43, 1.022315
16.58,1.44, 1.020390
16.58,1.45, 1.019178
16.58,1.46, 1.018353
16.58,1.47, 1.017671
16.58,1.48, 1.017391
16.58,1.49, 1.017800
16.58,1.50, 1.018797
16.58,1.51, 1.020218
16.58,1.52, 1.022037
16.58,1.53, 1.024263
16.58,1.54, 1.026904
16.58,1.55, 1.029968
16.58,1.56, 1.033464
16.58,1.57, 1.037439
16.58,1.58, 1.042101
16.58,1.59, 1.047699
16.58,1.60, 1.054480
16.58,1.61, 1.062602
16.58,1.62, 1.071862
16.58,1.63, 1.081966
16.58,1.64, 1.092623
16.58,1.65, 1.103575
16.58,1.66, 1.114707
16.58,1.67, 1.125942
16.58,1.68, 1.137202
16.58,1.69, 1.148422
16.58,1.70, 1.159591
16.58,1.71, 1.170709
16.58,1.72, 1.181779
16.58,1.73, 1.192802
16.58,1.74, 1.203781
16.58,1.75, 1.214716
16.58,1.76, 1.225610
16.58,1.77, 1.236463
16.58,1.78, 1.247279
16.58,1.79, 1.258057
16.58,1.80, 1.268801
16.58,1.81, 1.279511
16.58,1.82, 1.290189
16.58,1.83, 1.300838
16.58,1.84, 1.311459
16.58,1.85, 1.322052
16.58,1.86, 1.332621
16.58,1.87, 1.343166
16.58,1.88, 1.353690
16.58,1.89, 1.364194
16.58,1.90, 1.374679
16.58,1.91, 1.385148
16.58,1.92, 1.395602
16.58,1.93, 1.406042
16.58,1.94, 1.416471
16.58,1.95, 1.426890
16.58,1.96, 1.437300
16.58,1.97, 1.447704
16.58,1.98, 1.458103
16.58,1.99, 1.468498
16.58,2.00, 1.478892
16.60,1.00, 2.407224
16.60,1.01, 2.356982
16.60,1.02, 2.305857
16.60,1.03, 2.252969
16.60,1.04, 2.197435
16.60,1.05, 2.138699
16.60,1.06, 2.077517
16.60,1.07, 2.014971
16.60,1.08, 1.952141
16.60,1.09, 1.890067
16.60,1.10, 1.829609
16.60,1.11, 1.771583
16.60,1.12, 1.716807
16.60,1.13, 1.665885
16.60,1.14, 1.618574
16.60,1.15, 1.574416
16.60,1.16, 1.532956
16.60,1.17, 1.493581
16.60,1.18, 1.455054
16.60,1.19, 1.416273
16.60,1.20, 1.377293
16.60,1.21, 1.338723
16.60,1.22, 1.302218
16.60,1.23, 1.269379
16.60,1.24, 1.240527
16.60,1.25, 1.215534
16.60,1.26, 1.193764
16.60,1.27, 1.174479
16.60,1.28, 1.157071
16.60,1.29, 1.141022
16.60,1.30, 1.126050
16.60,1.31, 1.112007
16.60,1.32, 1.099031
16.60,1.33, 1.087271
16.60,1.34, 1.076638
16.60,1.35, 1.067012
16.60,1.36, 1.058408
16.60,1.37, 1.050838
16.60,1.38, 1.044195
16.60,1.39, 1.038352
16.60,1.40, 1.033228
16.60,1.41, 1.028791
16.60,1.42, 1.025154
16.60,1.43, 1.022428
16.60,1.44, 1.020554
16.60,1.45, 1.019386
16.60,1.46, 1.018581
16.60,1.47, 1.017878
16.60,1.48, 1.017552
16.60,1.49, 1.017909
16.60,1.50, 1.018848
16.60,1.51, 1.020198
16.60,1.52, 1.021938
16.60,1.53, 1.024083
16.60,1.54, 1.026648
16.60,1.55, 1.029649
16.60,1.56, 1.033100
16.60,1.57, 1.037053
16.60,1.58, 1.041701
16.60,1.59, 1.047275
16.60,1.60, 1.054005
16.60,1.61, 1.062034
16.60,1.62, 1.071164
16.60,1.63, 1.081109
16.60,1.64, 1.091584
16.60,1.65, 1.102339
16.60,1.66, 1.113265
16.60,1.67, 1.124287
16.60,1.68, 1.135334
16.60,1.69, 1.146342
16.60,1.70, 1.157302
16.60,1.71, 1.168215
16.60,1.72, 1.179082
16.60,1.73, 1.189904
16.60,1.74, 1.200685
16.60,1.75, 1.211424
16.60,1.76, 1.222124
16.60,1.77, 1.232787
16.60,1.78, 1.243413
16.60,1.79, 1.254004
16.60,1.80, 1.264562
16.60,1.81, 1.275089
16.60,1.82, 1.285586
16.60,1.83, 1.296055
16.60,1.84, 1.306497
16.60,1.85, 1.316913
16.60,1.86, 1.327306
16.60,1.87, 1.337677
16.60,1.88, 1.348028
16.60,1.89, 1.358359
16.60,1.90, 1.368674
16.60,1.91, 1.378972
16.60,1.92, 1.389257
16.60,1.93, 1.399529
16.60,1.94, 1.409790
16.60,1.95, 1.420041
16.60,1.96, 1.430284
16.60,1.97, 1.440522
16.60,1.98, 1.450754
16.60,1.99, 1.460983
16.60,2.00, 1.471211
16.62,1.00, 2.388797
16.62,1.01, 2.337534
16.62,1.02, 2.285577
16.62,1.03, 2.232234
16.62,1.04, 2.176809
16.62,1.05, 2.118855
16.62,1.06, 2.058903
16.62,1.07, 1.997730
16.62,1.08, 1.936109
16.62,1.09, 1.874851
16.62,1.10, 1.814894
16.62,1.11, 1.757211
16.62,1.12, 1.702773
16.62,1.13, 1.652312
16.62,1.14, 1.605599
16.62,1.15, 1.562164
16.62,1.16, 1.521537
16.62,1.17, 1.483089
16.62,1.18, 1.445547
16.62,1.19, 1.407767
16.62,1.20, 1.369768
16.62,1.21, 1.332121
16.62,1.22, 1.296463
16.62,1.23, 1.264374
16.62,1.24, 1.236155
16.62,1.25, 1.211675
16.62,1.26, 1.190353
16.62,1.27, 1.171510
16.62,1.28, 1.154520
16.62,1.29, 1.138842
16.62,1.30, 1.124199
16.62,1.31, 1.110445
16.62,1.32, 1.097682
16.62,1.33, 1.086037
16.62,1.34, 1.075482
16.62,1.35, 1.065971
16.62,1.36, 1.057537
16.62,1.37, 1.050189
16.62,1.38, 1.043763
16.62,1.39, 1.038084
16.62,1.40, 1.033095
16.62,1.41, 1.028790
16.62,1.42, 1.025257
16.62,1.43, 1.022577
16.62,1.44, 1.020715
16.62,1.45, 1.019553
16.62,1.46, 1.018751
16.62,1.47, 1.018043
16.62,1.48, 1.017695
16.62,1.49, 1.018005
16.62,1.50, 1.018876
16.62,1.51, 1.020146
16.62,1.52, 1.021800
16.62,1.53, 1.023861
16.62,1.54, 1.026352
16.62,1.55, 1.029296
16.62,1.56, 1.032714
16.62,1.57, 1.036659
16.62,1.58, 1.041305
16.62,1.59, 1.046856
16.62,1.60, 1.053514
16.62,1.61, 1.061404
16.62,1.62, 1.070339
16.62,1.63, 1.080050
16.62,1.64, 1.090270
16.62,1.65, 1.100766
16.62,1.66, 1.111433
16.62,1.67, 1.122198
16.62,1.68, 1.132992
16.62,1.69, 1.143753
16.62,1.70, 1.154473
16.62,1.71, 1.165151
16.62,1.72, 1.175790
16.62,1.73, 1.186390
16.62,1.74, 1.196954
16.62,1.75, 1.207482
16.62,1.76, 1.217975
16.62,1.77, 1.228436
16.62,1.78, 1.238865
16.62,1.79, 1.249265
16.62,1.80, 1.259635
16.62,1.81, 1.269978
16.62,1.82, 1.280295
16.62,1.83, 1.290588
16.62,1.84, 1.300857
16.62,1.85, 1.311104
16.62,1.86, 1.321331
16.62,1.87, 1.331538
16.62,1.88, 1.341728
16.62,1.89, 1.351901
16.62,1.90, 1.362060
16.62,1.91, 1.372204
16.62,1.92, 1.382337
16.62,1.93, 1.392458
16.62,1.94, 1.402570
16.62,1.95, 1.412674
16.62,1.96, 1.422770
16.62,1.97, 1.432862
16.62,1.98, 1.442949
16.62,1.99, 1.453033
16.62,2.00, 1.463116
16.64,1.00, 2.370540
16.64,1.01, 2.318367
16.64,1.02, 2.265678
16.64,1.03, 2.211959
16.64,1.04, 2.156694
16.64,1.05, 2.099536
16.64,1.06, 2.040803
16.64,1.07, 1.980980
16.64,1.08, 1.920552
16.64,1.09, 1.860110
16.64,1.10, 1.800659
16.64,1.11, 1.743313
16.64,1.12, 1.689181
16.64,1.13, 1.639114
16.64,1.14, 1.592916
16.64,1.15, 1.550125
16.64,1.16, 1.510285
16.64,1.17, 1.472762
16.64,1.18, 1.436237
16.64,1.19, 1.399506
16.64,1.20, 1.362519
16.64,1.21, 1.325796
16.64,1.22, 1.290967
16.64,1.23, 1.259614
16.64,1.24, 1.232016
16.64,1.25, 1.208034
16.64,1.26, 1.187138
16.64,1.27, 1.168700
16.64,1.28, 1.152080
16.64,1.29, 1.136714
16.64,1.30, 1.122350
16.64,1.31, 1.108859
16.64,1.32, 1.096304
16.64,1.33, 1.084778
16.64,1.34, 1.074313
16.64,1.35, 1.064929
16.64,1.36, 1.056677
16.64,1.37, 1.049562
16.64,1.38, 1.043367
16.64,1.39, 1.037867
16.64,1.40, 1.033024
16.64,1.41, 1.028856
16.64,1.42, 1.025417
16.64,1.43, 1.022758
16.64,1.44, 1.020873
16.64,1.45, 1.019684
16.64,1.46, 1.018873
16.64,1.47, 1.018182
16.64,1.48, 1.017838
16.64,1.49, 1.018104
16.64,1.50, 1.018896
16.64,1.51, 1.020075
16.64,1.52, 1.021638
16.64,1.53, 1.023614
16.64,1.54, 1.026033
16.64,1.55, 1.028925
16.64,1.56, 1.032318
16.64,1.57, 1.036266
16.64,1.58, 1.040916
16.64,1.59, 1.046438
16.64,1.60, 1.053001
16.64,1.61, 1.060708
16.64,1.62, 1.069387
16.64,1.63, 1.078797
16.64,1.64, 1.088700
16.64,1.65, 1.098882
16.64,1.66, 1.109245
16.64,1.67, 1.119717
16.64,1.68, 1.130225
16.64,1.69, 1.140712
16.64,1.70, 1.151165
16.64,1.71, 1.161586
16.64,1.72, 1.171976
16.64,1.73, 1.182335
16.64,1.74, 1.192666
16.64,1.75, 1.202969
16.64,1.76, 1.213244
16.64,1.77, 1.223495
16.64,1.78, 1.233720
16.64,1.79, 1.243922
16.64,1.80, 1.254101
16.64,1.81, 1.264258
16.64,1.82, 1.274396
16.64,1.83, 1.284514
16.64,1.84, 1.294613
16.64,1.85, 1.304696
16.64,1.86, 1.314762
16.64,1.87, 1.324813
16.64,1.88, 1.334851
16.64,1.89, 1.344875
16.64,1.90, 1.354888
16.64,1.91, 1.364889
16.64,1.92, 1.374882
16.64,1.93, 1.384865
16.64,1.94, 1.394841
16.64,1.95, 1.404811
16.64,1.96, 1.414775
16.64,1.97, 1.424735
16.64,1.98, 1.434692
16.64,1.99, 1.444646
16.64,2.00, 1.454600
16.66,1.00, 2.352461
16.66,1.01, 2.299523
16.66,1.02, 2.246230
16.66,1.03, 2.192228
16.66,1.04, 2.137162
16.66,1.05, 2.080772
16.66,1.06, 2.023189
16.66,1.07, 1.964635
16.66,1.08, 1.905335
16.66,1.09, 1.845682
16.66,1.10, 1.786739
16.66,1.11, 1.729739
16.66,1.12, 1.675913
16.66,1.13, 1.626215
16.66,1.14, 1.580491
16.66,1.15, 1.538306
16.66,1.16, 1.499229
16.66,1.17, 1.462638
16.66,1.18, 1.427155
16.66,1.19, 1.391502
16.66,1.20, 1.355545
16.66,1.21, 1.319737
16.66,1.22, 1.285714
16.66,1.23, 1.255079
16.66,1.24, 1.228092
16.66,1.25, 1.204597
16.66,1.26, 1.184109
16.66,1.27, 1.166043
16.66,1.28, 1.149744
16.66,1.29, 1.134629
16.66,1.30, 1.120486
16.66,1.31, 1.107224
16.66,1.32, 1.094869
16.66,1.33, 1.083481
16.66,1.34, 1.073130
16.66,1.35, 1.063890
16.66,1.36, 1.055827
16.66,1.37, 1.048943
16.66,1.38, 1.042980
16.66,1.39, 1.037674
16.66,1.40, 1.032996
16.66,1.41, 1.028973
16.66,1.42, 1.025624
16.66,1.43, 1.022967
16.66,1.44, 1.021033
16.66,1.45, 1.019792
16.66,1.46, 1.018965
16.66,1.47, 1.018310
16.66,1.48, 1.017995
16.66,1.49, 1.018218
16.66,1.50, 1.018921
16.66,1.51, 1.020003
16.66,1.52, 1.021473
16.66,1.53, 1.023365
16.66,1.54, 1.025716
16.66,1.55, 1.028560
16.66,1.56, 1.031933
16.66,1.57, 1.035886
16.66,1.58, 1.040536
16.66,1.59, 1.046016
16.66,1.60, 1.052459
16.66,1.61, 1.059943
16.66,1.62, 1.068315
16.66,1.63, 1.077372
16.66,1.64, 1.086906
16.66,1.65, 1.096733
16.66,1.66, 1.106758
16.66,1.67, 1.116907
16.66,1.68, 1.127107
16.66,1.69, 1.137295
16.66,1.70, 1.147462
16.66,1.71, 1.157607
16.66,1.72, 1.167732
16.66,1.73, 1.177836
16.66,1.74, 1.187921
16.66,1.75, 1.197987
16.66,1.76, 1.208035
16.66,1.77, 1.218066
16.66,1.78, 1.228080
16.66,1.79, 1.238079
16.66,1.80, 1.248062
16.66,1.81, 1.258031
16.66,1.82, 1.267987
16.66,1.83, 1.277930
16.66,1.84, 1.287860
16.66,1.85, 1.297779
16.66,1.86, 1.307687
16.66,1.87, 1.317585
16.66,1.88, 1.327474
16.66,1.89, 1.337354
16.66,1.90, 1.347226
16.66,1.91, 1.357091
16.66,1.92, 1.366950
16.66,1.93, 1.376803
16.66,1.94, 1.386650
16.66,1.95, 1.396494
16.66,1.96, 1.406334
16.66,1.97, 1.416171
16.66,1.98, 1.426006
16.66,1.99, 1.435839
16.66,2.00, 1.445672
16.68,1.00, 2.334561
16.68,1.01, 2.281010
16.68,1.02, 2.227243
16.68,1.03, 2.173046
16.68,1.04, 2.118202
16.68,1.05, 2.062533
16.68,1.06, 2.006001
16.68,1.07, 1.948606
16.68,1.08, 1.890348
16.68,1.09, 1.831447
16.68,1.10, 1.773015
16.68,1.11, 1.716384
